código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,dane
15262,Supata,Cundinamarca,11,11,2477,4222,2364,90,21,2,2038,326,25777
15265,Susa,Cundinamarca,14,14,3099,5130,2939,99,55,6,1978,961,25779
15268,Sutatausa,Cundinamarca,11,11,2383,3734,2182,126,68,7,1511,671,25781
15271,Tabio,Cundinamarca,42,42,10798,15946,9862,741,189,6,6402,3460,25785
15274,Tausa,Cundinamarca,16,16,3758,5712,3514,145,97,2,2836,678,25793
15277,Tena,Cundinamarca,18,18,4042,6550,3909,94,38,1,2670,1239,25797
15280,Tenjo,Cundinamarca,41,41,10811,15388,9925,647,234,5,6549,3376,25799
15283,Tibacuy,Cundinamarca,11,11,2184,3845,2112,50,21,1,1395,717,25805
15286,Tibirita,Cundinamarca,8,8,1565,2919,1510,34,13,8,1137,373,25807
15289,Tocaima,Cundinamarca,34,34,6873,12879,6588,187,90,8,5043,1545,25815
15292,Tocancipa,Cundinamarca,72,73,18667,27294,16918,1050,679,20,6650,10268,25817
15295,Topaipi,Cundinamarca,13,13,2072,4242,2009,37,15,11,1745,264,25823
15298,Ubala,Cundinamarca,26,26,3946,8611,3798,94,45,9,3130,668,25839
15301,Ubaque,Cundinamarca,16,16,3624,5766,3465,100,54,5,2499,966,25841
15304,Ubate,Cundinamarca,87,87,19384,32189,17520,1294,518,52,10433,7087,25843
15307,Une,Cundinamarca,18,18,4072,6394,3851,172,48,1,2639,1212,25845
15316,Utica,Cundinamarca,13,13,2831,4732,2748,58,22,3,2453,295,25851
15318,Venecia,Cundinamarca,9,11,1541,3578,1475,46,16,4,993,482,25506
15319,Vergara,Cundinamarca,21,21,3941,7241,3830,76,24,11,3185,645,25862
15322,Viani,Cundinamarca,10,10,2146,3838,2047,70,22,7,1600,447,25867
15323,Villagomez,Cundinamarca,6,6,1120,2000,1089,20,10,1,900,189,25871
15325,Villapinzon,Cundinamarca,34,34,8736,12992,8271,343,112,10,6710,1561,25873
15328,Villeta,Cundinamarca,64,64,14033,22598,13439,442,138,14,10757,2682,25875
15331,Viota,Cundinamarca,29,29,6148,10728,5988,98,51,11,4200,1788,25878
15334,Yacopi,Cundinamarca,36,36,4954,11059,4780,121,40,13,4273,507,25885
15337,Zipacon,Cundinamarca,11,11,2695,4106,2520,107,59,9,1654,866,25898
15340,Zipaquira,Cundinamarca,220,225,58219,87643,53635,3067,1485,32,19034,34601,25899
50070,Barranco Minas,Guainia,8,8,681,2280,662,14,3,2,120,542,94343
50073,Cacahual,Guainia,1,1,23,302,21,2,0,0,11,10,94886
50001,Inirida,Guainia,51,57,8043,21037,7675,265,82,21,4743,2932,94001
50078,La Guadalupe,Guainia,1,1,33,184,32,1,0,0,23,9,94885
50050,Mapiripana,Guainia,3,3,101,650,99,1,1,0,58,41,94663
50083,Morichal (morichal Nuevo),Guainia,1,1,31,170,29,0,2,0,7,22,94888
50087,Pana Pana (campo Alegre),Guainia,3,3,156,362,150,5,1,0,60,90,94887
50090,Puerto Colombia,Guainia,2,4,48,1142,47,0,1,0,15,32,94884
50092,San Felipe,Guainia,0,3,0,796,0,0,0,0,0,0,94883
54003,Calamar,Guaviare,14,15,1842,5471,1714,94,28,6,604,1110,95015
54007,El Retorno,Guaviare,27,27,4260,9278,3905,221,117,17,2752,1153,95025
54012,Miraflores,Guaviare,13,13,1153,4005,1100,31,18,4,240,860,95200
54001,San Jose Del Guaviare,Guaviare,98,107,18307,39544,16937,962,371,37,10984,5953,95001
19004,Acevedo,Huila,52,52,11484,19146,11269,152,52,11,10028,1241,41006
19007,Agrado,Huila,19,19,3817,6970,3647,125,38,7,2765,882,41013
19010,Aipe,Huila,42,42,7773,15130,7428,242,91,12,5056,2372,41016
19013,Algeciras,Huila,41,41,7630,15129,7290,209,103,28,4631,2659,41020
19016,Altamira,Huila,9,9,1718,3106,1651,51,15,1,1033,618,41026
19019,Baraya,Huila,18,18,2898,5967,2784,75,28,11,1952,832,41078
19022,Campoalegre,Huila,67,67,13304,24833,12580,436,267,21,8242,4338,41132
19028,Colombia,Huila,21,21,3627,6558,3462,68,88,9,2948,514,41206
19031,Elias,Huila,10,10,1982,3297,1922,50,8,2,1585,337,41244
19034,Garzon,Huila,131,133,28856,52584,27357,1045,413,41,19284,8073,41298
19037,Gigante,Huila,52,52,10099,18757,9614,313,155,17,7019,2595,41306
19040,Guadalupe,Huila,34,34,6865,12629,6554,215,79,17,5310,1244,41319
19043,Hobo,Huila,15,15,2990,5716,2887,59,37,7,2001,886,41349
19046,Iquira,Huila,20,20,4143,7016,4019,87,31,6,2660,1359,41357
19044,Isnos,Huila,52,52,11294,18983,10735,387,148,24,6866,3869,41359
19047,La Argentina (plata Vieja),Huila,29,29,5836,10493,5595,183,44,14,3968,1627,41378
19049,La Plata,Huila,105,106,22690,41682,21751,625,277,37,15595,6156,41396
19050,Nataga,Huila,13,13,2872,4741,2797,54,17,4,2110,687,41483
19001,Neiva,Huila,668,682,149180,262893,141328,5674,2056,122,78651,62677,41001
19051,Oporapa,Huila,21,21,4693,7613,4541,105,42,5,3944,597,41503
19052,Paicol,Huila,14,14,3104,5023,2972,99,30,3,2528,444,41518
19055,Palermo,Huila,58,58,10997,20385,10550,310,120,17,7186,3364,41524
19056,Palestina,Huila,24,24,5205,8869,5014,138,53,0,4068,946,41530
19058,Pital,Huila,25,25,5438,9365,5228,153,50,7,4074,1154,41548
19061,Pitalito,Huila,240,240,53060,94751,50588,1800,617,55,33731,16857,41551
19064,Rivera,Huila,46,46,9173,16681,8682,336,147,8,5381,3301,41615
19067,Saladoblanco,Huila,25,25,5375,9046,5239,91,32,13,4615,624,41660
19070,San Agustin,Huila,68,68,13304,24005,12682,416,177,29,9003,3679,41668
19074,Santa Maria,Huila,22,22,5006,8091,4899,74,28,5,4231,668,41676
19076,Suaza,Huila,34,34,7171,12523,6961,143,52,15,5532,1429,41770
19079,Tarqui,Huila,34,34,6816,11657,6550,188,65,13,4946,1604,41791
19082,Tello,Huila,31,31,5623,10771,5456,113,51,3,4103,1353,41799
19085,Teruel,Huila,18,18,3969,6663,3877,61,29,2,3363,514,41801
19025,Tesalia (carnicerias),Huila,22,22,4722,7908,4457,198,60,7,3595,862,41797
19088,Timana,Huila,42,42,9072,15322,8727,242,81,22,7155,1572,41807
19091,Villavieja,Huila,20,20,3489,6500,3366,74,40,9,1855,1511,41872
19094,Yaguara,Huila,19,19,3981,6661,3725,174,80,2,2438,1287,41885
48002,Albania,La Guajira,47,48,8003,17059,7804,96,96,7,2719,5085,44035
48004,Barrancas,La Guajira,69,69,10529,24226,10289,156,77,7,3524,6765,44078
48005,Dibulla,La Guajira,61,61,8136,21876,7959,103,66,8,3829,4130,44090
48008,Distraccion,La Guajira,27,27,4495,9069,4389,52,49,5,2467,1922,44098
48006,El Molino,La Guajira,20,20,3812,7518,3716,61,33,2,1984,1732,44110
48007,Fonseca,La Guajira,72,74,13829,27355,13477,213,121,18,4908,8569,44279
48009,Hatonuevo,La Guajira,40,40,6491,14689,6351,77,56,7,2139,4212,44378
48012,La Jagua Del Pilar,La Guajira,12,12,2066,4077,2027,31,6,2,959,1068,44420
48010,Maicao,La Guajira,310,313,40956,121180,39802,707,407,40,22090,17712,44430
48011,Manaure,La Guajira,148,148,11797,54336,11425,110,227,35,6183,5242,44560
48001,Riohacha,La Guajira,312,319,50615,116417,48814,1170,575,56,22596,26218,44001
48013,San Juan Del Cesar,La Guajira,94,96,17076,32333,16679,247,131,19,11051,5628,44650
48016,Uribia,La Guajira,272,286,18909,104635,18229,180,434,66,12325,5904,44847
48018,Urumita,La Guajira,24,24,4959,8546,4810,76,72,1,1951,2859,44855
48020,Villanueva,La Guajira,48,48,9850,18411,9584,157,102,7,5185,4399,44874
21008,Algarrobo,Magdalena,28,28,5230,9907,5133,63,26,8,1705,3428,47030
21010,Aracataca,Magdalena,79,79,11148,27298,10870,178,87,13,5447,5423,47053
21012,Ariguani (el Dificil),Magdalena,60,60,10546,22129,10278,161,88,19,6561,3717,47058
21013,Cerro De San Antonio,Magdalena,24,24,3364,8510,3326,24,9,5,2382,944,47161
21015,Chivolo,Magdalena,37,37,5902,13279,5815,57,27,3,3526,2289,47170
21016,Cienaga,Magdalena,218,219,35942,83410,34716,760,437,29,17348,17368,47189
21020,Concordia,Magdalena,28,31,3808,11279,3766,25,10,7,2231,1535,47205
21025,El Banco,Magdalena,125,127,19564,46612,19154,234,134,42,12426,6728,47245
21028,El Piñon,Magdalena,38,38,6278,13258,6156,72,35,15,3304,2852,47258
21030,El Reten,Magdalena,36,37,5901,13717,5742,99,48,12,2115,3627,47268
21031,Fundacion,Magdalena,130,130,22675,51904,21980,431,232,32,13973,8007,47288
21040,Guamal,Magdalena,69,69,9080,22408,8926,101,40,13,6194,2732,47318
21042,Nueva Granada,Magdalena,41,41,7398,14629,7281,62,44,11,5381,1900,47460
21046,Pedraza,Magdalena,29,29,3582,9991,3538,21,15,8,2591,947,47541
21048,Pijiño Del Carmen,Magdalena,27,27,4481,8534,4411,29,30,11,3048,1363,47545
21049,Pivijay,Magdalena,77,80,12568,28870,12281,186,82,19,4958,7323,47551
21052,Plato,Magdalena,106,106,17836,39759,17508,198,114,16,9307,8201,47555
21055,Puebloviejo,Magdalena,60,60,8085,21563,7914,88,69,14,4843,3071,47570
21058,Remolino,Magdalena,21,21,3239,6991,3190,29,15,5,1634,1556,47605
21060,Sabanas De San Angel,Magdalena,32,32,5334,11025,5237,67,26,4,4068,1169,47660
21067,Salamina,Magdalena,21,21,3861,7735,3785,50,22,4,2310,1475,47675
21070,San Sebastian De Buenavista,Magdalena,49,49,7993,16459,7874,74,32,13,4492,3382,47692
21073,San Zenon,Magdalena,28,28,4421,8622,4370,30,19,2,2385,1985,47703
21076,Santa Ana,Magdalena,41,43,7708,15368,7570,97,30,11,5810,1760,47707
21078,Santa Barbara De Pinto,Magdalena,24,24,3898,8175,3844,32,19,3,1857,1987,47720
21001,Santa Marta,Magdalena,866,870,175057,338177,168219,4923,1832,83,79346,88873,47001
21079,Sitionuevo,Magdalena,48,50,5954,18503,5790,68,87,9,3025,2765,47745
21085,Tenerife,Magdalena,33,33,4474,10570,4357,83,25,9,2494,1863,47798
21090,Zapayan,Magdalena,24,24,3669,8255,3627,23,16,3,2834,793,47960
21095,Zona Bananera (sevilla),Magdalena,93,122,14003,43931,13661,180,136,26,4947,8714,47980
52005,Acacias,Meta,154,161,38904,60952,35944,1820,1113,27,25129,10815,50006
52006,Barranca De Upia,Meta,14,14,2633,4629,2486,66,77,4,1781,705,50110
52008,Cabuyaro,Meta,14,14,2955,5023,2799,104,43,9,2245,554,50124
52010,Castilla La Nueva,Meta,31,31,8107,11355,7461,380,258,8,5312,2149,50150
52015,Cubarral,Meta,14,14,3027,5066,2874,110,38,5,2347,527,50223
52020,Cumaral,Meta,48,48,10699,16735,10048,443,197,11,7236,2812,50226
52025,El Calvario,Meta,7,7,884,1626,859,21,4,0,710,149,50245
52027,El Castillo,Meta,16,16,2912,5629,2748,97,61,6,1418,1330,50251
52028,El Dorado,Meta,10,10,2014,3098,1932,60,19,3,1540,392,50270
52030,Fuente De Oro,Meta,28,28,5199,9467,4911,187,92,9,3369,1542,50287
52035,Granada,Meta,133,135,28290,51148,26469,1262,511,48,18373,8096,50313
52040,Guamal,Meta,31,31,7743,11338,7314,299,126,4,5768,1546,50318
52041,La Macarena,Meta,24,24,3397,8318,3177,161,45,14,1624,1553,50350
52042,Lejanias,Meta,23,23,4276,8043,4018,146,90,22,2913,1105,50400
52046,Mapiripan,Meta,19,19,1729,5296,1633,55,33,8,1210,423,50325
52044,Mesetas,Meta,24,24,3900,8484,3708,126,56,10,1938,1770,50330
52047,Puerto Concordia,Meta,20,20,2989,6345,2836,91,52,10,1742,1094,50450
52043,Puerto Gaitan,Meta,79,79,14626,28044,13549,521,526,30,7802,5747,50568
52048,Puerto Lleras,Meta,19,19,3294,6428,3161,80,44,9,2419,742,50577
52045,Puerto Lopez,Meta,70,70,13911,24140,13213,473,207,18,10088,3125,50573
52049,Puerto Rico,Meta,24,26,4151,8639,3881,151,110,9,2223,1658,50590
52050,Restrepo,Meta,39,41,8447,15740,8033,333,76,5,5843,2190,50606
52055,San Carlos De Guaroa,Meta,23,23,5018,8396,4790,121,101,6,3812,978,50680
52058,San Juan De Arama,Meta,19,19,3239,6059,3063,120,46,10,2068,995,50683
52059,San Juanito,Meta,6,6,800,1329,762,37,1,0,655,107,50686
52060,San Martin De Los Llanos,Meta,50,51,10734,18087,10151,394,175,14,8051,2100,50689
52074,Uribe,Meta,15,15,2609,5048,2532,51,21,5,284,2248,50370
52001,Villavicencio,Meta,920,923,213630,351334,201359,9061,3052,158,129739,71620,50001
52080,Vista Hermosa,Meta,36,37,6444,12544,6013,271,140,20,3608,2405,50711
23004,Alban (san Jose),Nariño,19,20,3947,6517,3822,82,36,7,2871,951,52019
23007,Aldana,Nariño,17,17,3411,5800,3268,72,57,14,1321,1947,52022
23010,Ancuya,Nariño,24,24,3906,7257,3778,88,33,7,1504,2274,52036
23013,Arboleda (berruecos),Nariño,17,17,3139,5814,3008,84,38,9,1848,1160,52051
23016,Barbacoas,Nariño,63,74,5760,21019,5404,175,123,58,2437,2967,52079
23017,Belen,Nariño,14,15,3024,5348,2888,105,28,3,1341,1547,52083
23019,Buesaco,Nariño,52,52,9507,17344,9120,217,98,72,6273,2847,52110
23038,Chachagui,Nariño,30,30,5874,10134,5641,131,87,15,2127,3514,52240
23022,Colon (genova),Nariño,22,22,3615,6645,3456,74,69,16,1116,2340,52203
23025,Consaca,Nariño,32,33,4693,8630,4487,131,62,13,1876,2611,52207
23028,Contadero,Nariño,17,17,3266,5732,3159,77,24,6,1215,1944,52210
23031,Cordoba,Nariño,30,30,5631,10301,5475,92,47,17,1219,4256,52215
23034,Cuaspud (carlosama),Nariño,20,20,3873,7155,3712,91,55,15,1655,2057,52224
23037,Cumbal,Nariño,59,66,13042,23876,12769,165,82,26,3217,9552,52227
23039,Cumbitara,Nariño,18,22,2435,6180,2390,31,12,2,162,2228,52233
23041,El Charco,Nariño,25,49,3179,15994,3074,55,40,10,723,2351,52250
23044,El Peñol,Nariño,18,18,3299,5552,3231,47,18,3,1060,2171,52254
23040,El Rosario,Nariño,17,22,2580,6637,2548,20,10,2,238,2310,52256
23043,El Tablon,Nariño,25,32,4468,11007,4347,92,18,11,2213,2134,52258
23046,El Tambo,Nariño,32,33,6951,11298,6680,156,97,18,3578,3102,52260
23047,Francisco Pizarro (salahonda),Nariño,22,23,2082,6236,2035,26,18,3,434,1601,52520
23049,Funes,Nariño,18,18,3203,5615,3109,57,28,9,1701,1408,52287
23052,Guachucal,Nariño,40,40,9096,14221,8889,137,57,13,1756,7133,52317
23055,Guaitarilla,Nariño,30,33,5049,10896,4909,89,43,8,1184,3725,52320
23058,Gualmatan,Nariño,14,14,3199,5140,3026,134,32,7,908,2118,52323
23061,Iles,Nariño,21,21,3711,6968,3620,47,28,16,953,2667,52352
23064,Imues,Nariño,21,21,3294,6454,3193,62,32,7,1332,1861,52354
23067,Ipiales,Nariño,229,240,42226,94987,39552,1704,872,98,16091,23461,52356
23073,La Cruz,Nariño,42,42,8154,13512,7858,191,87,18,4227,3631,52378
23076,La Florida,Nariño,28,28,5053,9048,4919,81,43,10,1732,3187,52381
23077,La Llanada,Nariño,11,11,1932,3409,1870,34,24,4,526,1344,52385
23078,La Tola,Nariño,16,16,1674,5214,1631,26,12,5,458,1173,52390
23079,La Union,Nariño,67,70,12145,22028,11556,359,195,35,6564,4992,52399
23080,Leiva,Nariño,24,24,3825,7318,3733,65,15,12,359,3374,52405
23082,Linares,Nariño,26,26,5156,8449,5050,60,34,12,1440,3610,52411
23085,Los Andes (sotomayor),Nariño,23,23,4356,7295,4207,95,43,11,859,3348,52418
23088,Magui (payan),Nariño,22,26,2367,6551,2308,28,24,7,319,1989,52427
23091,Mallama (piedrancha),Nariño,20,20,3068,6031,2983,55,16,14,429,2554,52435
23094,Mosquera,Nariño,22,24,2207,6011,2172,14,16,5,197,1975,52473
23096,Nariño,Nariño,16,16,3038,5736,2884,97,47,10,1089,1795,52480
23095,Olaya Herrera,Nariño,28,41,3490,13897,3385,51,41,13,516,2869,52490
23097,Ospina,Nariño,18,18,2901,5729,2748,111,31,11,1272,1476,52506
23001,Pasto,Nariño,703,763,158787,287326,150875,5532,2239,141,43553,107322,52001
23098,Policarpa,Nariño,30,30,4895,9527,4835,29,25,6,227,4608,52540
23100,Potosi,Nariño,31,32,5132,9625,4931,134,49,18,1930,3001,52560
23101,Providencia,Nariño,13,13,2775,4509,2729,32,8,6,298,2431,52565
23103,Puerres,Nariño,22,22,4668,7693,4490,114,53,11,1616,2874,52573
23106,Pupiales,Nariño,35,39,7314,14632,6907,263,127,17,2940,3967,52585
23109,Ricaurte,Nariño,45,48,6496,14924,6323,86,55,32,903,5420,52612
23112,Roberto Payan (san Jose),Nariño,13,32,1230,8449,1200,15,10,5,263,937,52621
23115,Samaniego,Nariño,68,71,10714,22102,10457,133,114,10,1429,9028,52678
23120,San Bernardo,Nariño,17,17,4115,6356,3976,102,26,11,2571,1405,52685
23121,San Lorenzo,Nariño,36,37,6726,12873,6462,139,103,22,2840,3622,52687
23124,San Pablo,Nariño,34,35,6019,11453,5851,102,46,20,1720,4131,52693
23123,San Pedro De Cartago,Nariño,15,15,3350,5407,3226,82,36,6,2283,943,52694
23118,Sandona,Nariño,46,47,8792,16210,8414,239,112,27,2939,5475,52683
23125,Santa Barbara (iscuande),Nariño,25,26,1833,7351,1778,23,25,7,631,1147,52696
23127,Santacruz (guachaves),Nariño,22,23,3721,7035,3655,40,22,4,378,3277,52699
23130,Sapuyes,Nariño,14,16,2859,5577,2785,54,15,5,1157,1628,52720
23133,Taminango,Nariño,38,40,7240,13518,7124,75,32,9,1237,5887,52786
23136,Tangua,Nariño,32,32,4819,9734,4631,94,82,12,1733,2898,52788
23139,Tumaco,Nariño,359,438,42717,124028,41083,828,675,131,22548,18535,52835
23142,Tuquerres,Nariño,96,100,18091,34523,17359,382,294,56,4222,13137,52838
23145,Yacuanquer,Nariño,25,25,4908,8329,4682,135,74,17,1545,3137,52885
25004,Abrego,Norte De San,70,70,12406,22012,12012,294,84,16,10551,1461,54003
25007,Arboledas,Norte De San,22,22,4349,6945,4181,110,41,17,3795,386,54051
25010,Bochalema,Norte De San,19,19,4156,6419,4002,119,27,8,3561,441,54099
25013,Bucarasica,Norte De San,13,13,2200,4112,2130,47,15,8,1983,147,54109
25019,Cachira,Norte De San,25,25,4069,6987,3988,58,22,1,3719,269,54128
25016,Cacota,Norte De San,7,7,1468,2215,1409,45,12,2,1299,110,54125
25028,Chinacota,Norte De San,34,34,8174,12505,7719,359,85,11,6522,1197,54172
25031,Chitaga,Norte De San,25,25,5020,7993,4854,111,44,11,4433,421,54174
25022,Convencion,Norte De San,48,48,5286,15325,4993,179,87,27,2943,2050,54206
25001,Cucuta,Norte De San,1443,1447,315477,552597,296586,15178,3191,522,249526,47060,54001
25025,Cucutilla,Norte De San,18,18,3985,6215,3830,91,46,18,3464,366,54223
25034,Durania,Norte De San,14,14,2526,4397,2406,75,42,3,2133,273,54239
25037,El Carmen,Norte De San,36,37,4190,9791,4003,131,50,6,3069,934,54245
25036,El Tarra,Norte De San,30,35,4302,12101,4143,102,49,8,572,3571,54250
25038,El Zulia,Norte De San,57,57,11470,20925,10986,336,127,21,9527,1459,54261
25040,Gramalote,Norte De San,14,14,3244,5046,3142,70,25,7,2874,268,54313
25043,Hacari,Norte De San,23,23,2867,7005,2769,58,30,10,586,2183,54344
25046,Herran,Norte De San,11,11,1962,3871,1917,32,8,5,1796,121,54347
25051,La Esperanza,Norte De San,28,29,4637,8797,4474,105,47,11,3614,860,54385
25052,La Playa,Norte De San,20,20,2825,6696,2732,52,39,2,2058,674,54398
25049,Labateca,Norte De San,15,15,2658,5032,2547,79,24,8,2275,272,54377
25054,Los Patios,Norte De San,204,206,39400,80432,37395,1546,436,23,31224,6171,54405
25055,Lourdes,Norte De San,9,9,2140,3253,2083,39,15,3,2021,62,54418
25058,Mutiscua,Norte De San,8,8,1796,2696,1744,38,9,5,1656,88,54480
25061,Ocaña,Norte De San,200,202,43926,79284,41883,1530,478,35,30857,11026,54498
25064,Pamplona,Norte De San,108,109,27705,45883,25616,1534,523,32,17217,8399,54518
25067,Pamplonita,Norte De San,11,11,2782,3892,2662,75,35,10,2489,173,54520
25069,Puerto Santander,Norte De San,39,39,5570,14624,5434,86,39,11,4907,527,54553
25070,Ragonvalia,Norte De San,21,21,3371,7514,3304,48,17,2,3098,206,54599
25073,Salazar,Norte De San,26,26,4851,8118,4672,111,58,10,4302,370,54660
25076,San Calixto,Norte De San,25,27,2976,7060,2728,43,35,170,194,2534,54670
25079,San Cayetano,Norte De San,24,24,3799,8291,3658,102,35,4,3225,433,54673
25082,Santiago,Norte De San,11,11,1923,3511,1850,58,11,4,1609,241,54680
25085,Sardinata,Norte De San,60,61,7940,17550,7544,260,109,27,6487,1057,54720
25088,Silos,Norte De San,13,13,2801,4074,2725,61,12,3,2618,107,54743
25091,Teorama,Norte De San,30,30,4184,9758,4022,107,36,19,843,3179,54800
25093,Tibu,Norte De San,98,100,15001,35411,14067,580,298,56,7717,6350,54810
25094,Toledo,Norte De San,37,37,6791,12050,6471,205,94,21,5787,684,54820
25097,Villa Caro,Norte De San,11,11,2218,3699,2167,36,12,3,2087,80,54871
25100,Villa Del Rosario,Norte De San,201,202,39873,81871,38368,1159,312,34,33998,4370,54874
64007,Colon,Putumayo,13,13,2547,4282,2456,70,14,7,1026,1430,86219
64001,Mocoa,Putumayo,95,101,19758,36706,18975,516,249,18,5854,13121,86001
64023,Orito,Putumayo,72,73,14062,26157,13709,205,130,18,1783,11926,86320
64002,Puerto Asis,Putumayo,123,124,20030,43672,18973,675,325,57,6183,12790,86568
64026,Puerto Caicedo,Putumayo,21,27,3514,9108,3370,73,63,8,449,2921,86569
64025,Puerto Guzman,Putumayo,33,35,4579,11029,4384,127,55,13,1714,2670,86571
64004,Puerto Leguizamo,Putumayo,42,42,5673,14418,5453,141,57,22,3259,2194,86573
64013,San Francisco,Putumayo,13,13,2711,4652,2584,96,27,4,1229,1355,86755
64018,San Miguel (la Dorada),Putumayo,23,33,3705,12018,3592,63,40,10,410,3182,86757
64016,Santiago,Putumayo,15,17,2537,5972,2454,45,33,5,913,1541,86760
64019,Sibundoy,Putumayo,27,28,6093,10478,5876,151,54,12,2082,3794,86749
64028,Valle Del Guamuez (la Hormiga),Putumayo,62,66,11289,23951,11020,174,84,11,1082,9938,86865
64030,Villagarzon,Putumayo,40,48,7897,17077,7393,269,212,23,2971,4422,86885
26001,Armenia,Quindio,669,669,141011,254451,128645,9352,2819,195,81919,46726,63001
26005,Buenavista,Quindio,8,8,1392,2795,1291,72,24,5,966,325,63111
26010,Calarca,Quindio,159,159,33659,59987,31049,1747,793,70,21710,9339,63130
26020,Circasia,Quindio,65,65,13471,22992,12502,651,288,30,8856,3646,63190
26025,Cordoba,Quindio,14,14,2653,5178,2447,122,80,4,1530,917,63212
26030,Filandia,Quindio,30,30,5836,10501,5404,292,128,12,4065,1339,63272
26040,Genova,Quindio,20,20,3871,7315,3644,138,78,11,2730,914,63302
26050,La Tebaida,Quindio,77,77,14991,28413,13659,752,534,46,8883,4776,63401
26060,Montenegro,Quindio,87,87,17349,33944,15808,914,571,56,11912,3896,63470
26070,Pijao,Quindio,19,19,3214,6052,3033,115,57,9,2324,709,63548
26080,Quimbaya,Quindio,77,77,15589,30348,14435,737,372,45,9711,4724,63594
26090,Salento,Quindio,18,18,3353,5883,3127,175,44,7,2367,760,63690
24008,Apia,Risaralda,30,30,5774,10397,5411,215,129,19,4426,985,66045
24013,Balboa,Risaralda,17,17,2807,5653,2591,125,72,19,2008,583,66075
24021,Belen De Umbria,Risaralda,59,59,11426,21454,10764,443,190,29,8873,1891,66088
24025,Dosquebradas,Risaralda,425,425,90338,160430,82575,5347,2117,299,52025,30550,66170
24029,Guatica,Risaralda,29,29,5746,10326,5433,216,79,18,4307,1126,66318
24038,La Celia,Risaralda,17,17,3550,6497,3335,118,83,14,2693,642,66383
24046,La Virginia,Risaralda,77,77,15814,31770,14468,876,431,39,10084,4384,66400
24054,Marsella,Risaralda,44,44,8226,15639,7673,350,158,45,5757,1916,66440
24062,Mistrato,Risaralda,31,31,5883,11324,5565,163,132,23,3134,2431,66456
24001,Pereira,Risaralda,1052,1052,221466,404790,203230,13196,4572,468,128396,74834,66001
24070,Pueblo Rico,Risaralda,28,28,4775,9619,4619,85,57,14,2067,2552,66572
24078,Quinchia,Risaralda,54,54,10944,20038,9858,503,444,139,6052,3806,66594
24086,Santa Rosa De Cabal,Risaralda,147,147,35908,61483,32951,2016,860,81,22814,10137,66682
24094,Santuario,Risaralda,36,36,5844,12124,5440,260,108,36,4631,809,66687
56004,Providencia,San Andres,11,11,1385,4146,1336,43,3,3,945,391,88564
56001,San Andres,San Andres,113,113,13916,44371,13249,571,79,17,8358,4891,88001
27004,Aguada,Santander,4,4,839,1520,808,23,6,2,675,133,68013
27007,Albania,Santander,12,12,1658,3314,1593,43,17,5,1177,416,68020
27010,Aratoca,Santander,18,18,3413,6604,3215,145,45,8,2307,908,68051
27013,Barbosa,Santander,67,67,13953,24767,13140,582,220,11,6822,6318,68077
27016,Barichara,Santander,18,18,4014,6530,3779,200,32,3,2867,912,68079
27019,Barrancabermeja,Santander,453,465,95843,168901,90907,3087,1751,98,32253,58654,68081
27022,Betulia,Santander,13,13,2373,4300,2239,95,36,3,1675,564,68092
27025,Bolivar,Santander,29,29,4229,8215,4027,115,72,15,2784,1243,68101
27001,Bucaramanga,Santander,1315,1327,292270,494283,272910,15587,3532,241,166283,106627,68001
27028,Cabrera,Santander,5,5,942,1660,916,22,2,2,819,97,68121
27031,California,Santander,5,5,1173,1688,1114,41,16,2,1000,114,68132
27034,Capitanejo,Santander,13,13,2514,4816,2413,64,33,4,2088,325,68147
27037,Carcasi,Santander,15,15,2070,3591,1959,60,42,9,1675,284,68152
27040,Cepita,Santander,10,10,1196,1843,1153,31,8,4,983,170,68160
27043,Cerrito,Santander,13,13,2872,4825,2689,125,51,7,2299,390,68162
27061,Charala,Santander,26,27,5128,9649,4856,192,70,10,3271,1585,68167
27064,Charta,Santander,11,12,2119,3378,2060,41,16,2,1858,202,68169
27067,Chima,Santander,7,7,1276,2424,1171,69,26,10,922,249,68176
27070,Chipata,Santander,12,12,1819,4399,1711,65,36,7,1072,639,68179
27045,Cimitarra,Santander,79,82,13371,28148,12384,478,315,194,8271,4113,68190
27046,Concepcion,Santander,17,17,2742,4911,2562,128,41,11,2040,522,68207
27049,Confines,Santander,7,7,1583,2494,1534,38,9,2,1329,205,68209
27052,Contratacion,Santander,9,9,1687,2875,1566,88,26,7,1207,359,68211
27055,Coromoro,Santander,13,13,2597,4158,2486,68,33,10,2078,408,68217
27058,Curiti,Santander,27,27,5583,8820,5288,214,67,14,3822,1466,68229
27071,El Carmen,Santander,34,34,6236,10891,5939,196,89,12,5331,608,68245
27073,El Guacamayo,Santander,5,5,887,1613,830,46,9,2,717,113,68245
27075,El Peñon,Santander,15,15,1802,3604,1707,58,32,5,1228,479,68250
27074,El Playon,Santander,37,39,6019,11707,5740,167,97,15,4809,931,68255
27076,Encino,Santander,7,7,1162,2131,1116,34,8,4,930,186,68264
27079,Enciso,Santander,14,14,1810,3210,1711,72,25,2,1394,317,68266
27080,Florian,Santander,17,17,2461,5330,2376,57,22,6,1474,902,68271
27082,Floridablanca,Santander,501,517,121582,191619,113768,6164,1567,83,71927,41841,68276
