dane,codigo,municipio,departamento,pregunta_numero,potencial,validos,nulos,no_marcados,si,no,fraccion_potencial
15814,07313,Toca,Boyaca,4,7111,2867,2,36,2851,16,0.40852200815637746
15814,07313,Toca,Boyaca,5,7111,2863,4,38,2854,9,0.40852200815637746
15814,07313,Toca,Boyaca,6,7111,2857,2,47,2837,20,0.4086626353536774
15814,07313,Toca,Boyaca,7,7111,2834,3,68,2802,32,0.40852200815637746
15816,07316,Togui,Boyaca,1,4324,1144,5,43,1134,10,0.27567067530064754
15816,07316,Togui,Boyaca,2,4324,1143,3,46,1136,7,0.27567067530064754
15816,07316,Togui,Boyaca,3,4324,1134,3,55,1129,5,0.27567067530064754
15816,07316,Togui,Boyaca,4,4324,1137,2,53,1129,8,0.27567067530064754
15816,07316,Togui,Boyaca,5,4324,1137,2,53,1131,6,0.27567067530064754
15816,07316,Togui,Boyaca,6,4324,1131,2,59,1125,6,0.27567067530064754
15816,07316,Togui,Boyaca,7,4324,1104,2,86,1091,13,0.27567067530064754
15820,07319,Topaga,Boyaca,1,3044,1267,2,7,1261,6,0.4191852825229961
15820,07319,Topaga,Boyaca,2,3044,1264,2,10,1259,5,0.4191852825229961
15820,07319,Topaga,Boyaca,3,3044,1264,2,10,1255,9,0.4191852825229961
15820,07319,Topaga,Boyaca,4,3044,1264,1,11,1256,8,0.4191852825229961
15820,07319,Topaga,Boyaca,5,3044,1262,3,12,1257,5,0.4195137976346912
15820,07319,Topaga,Boyaca,6,3044,1260,2,14,1254,6,0.4191852825229961
15820,07319,Topaga,Boyaca,7,3044,1242,1,33,1234,8,0.4191852825229961
15822,07322,Tota,Boyaca,1,4105,811,3,88,804,7,0.2197320341047503
15822,07322,Tota,Boyaca,2,4105,812,0,17,809,3,0.20194884287454323
15822,07322,Tota,Boyaca,3,4105,809,0,20,803,6,0.20194884287454323
15822,07322,Tota,Boyaca,4,4105,810,0,19,805,5,0.20194884287454323
15822,07322,Tota,Boyaca,5,4105,809,0,20,807,2,0.20194884287454323
15822,07322,Tota,Boyaca,6,4105,810,0,20,805,5,0.20219244823386115
15822,07322,Tota,Boyaca,7,4105,789,1,39,781,8,0.20194884287454323
15001,07001,Tunja,Boyaca,1,122270,61889,64,293,61285,604,0.509086448024863
15001,07001,Tunja,Boyaca,2,122270,61953,54,292,61706,247,0.5095199149423407
15001,07001,Tunja,Boyaca,3,122270,61873,55,348,61468,405,0.5093318066573975
15001,07001,Tunja,Boyaca,4,122270,61881,65,324,61436,445,0.5092827349308906
15001,07001,Tunja,Boyaca,5,122270,61919,42,307,61726,193,0.5092663776887216
15001,07001,Tunja,Boyaca,6,122270,61872,45,347,61574,298,0.5092336632043838
15001,07001,Tunja,Boyaca,7,122270,61356,41,882,60840,516,0.509356342520651
15832,07324,Tunungua,Boyaca,1,1362,431,2,4,428,3,0.3208516886930984
15832,07324,Tunungua,Boyaca,2,1362,435,1,7,428,7,0.3252569750367107
15832,07324,Tunungua,Boyaca,3,1362,431,1,11,427,4,0.3252569750367107
15832,07324,Tunungua,Boyaca,4,1362,432,0,5,428,4,0.3208516886930984
15832,07324,Tunungua,Boyaca,5,1362,431,0,6,427,4,0.3208516886930984
15832,07324,Tunungua,Boyaca,6,1362,430,0,13,426,4,0.3252569750367107
15832,07324,Tunungua,Boyaca,7,1362,415,0,28,411,4,0.3252569750367107
15835,07325,Turmeque,Boyaca,1,5628,1996,7,14,1993,3,0.3583866382373845
15835,07325,Turmeque,Boyaca,2,5628,2000,7,12,1995,5,0.35874200426439234
15835,07325,Turmeque,Boyaca,3,5628,1991,8,20,1988,3,0.35874200426439234
15835,07325,Turmeque,Boyaca,4,5628,1989,9,20,1983,6,0.35856432125088844
15835,07325,Turmeque,Boyaca,5,5628,1995,9,15,1990,5,0.35874200426439234
15835,07325,Turmeque,Boyaca,6,5628,1989,7,39,1981,8,0.36158493248045487
15835,07325,Turmeque,Boyaca,7,5628,1976,5,38,1968,8,0.35874200426439234
15837,07328,Tuta,Boyaca,1,7558,3425,5,37,3409,16,0.4587192378936227
15837,07328,Tuta,Boyaca,2,7558,3423,4,40,3416,7,0.4587192378936227
15837,07328,Tuta,Boyaca,3,7558,3418,3,46,3402,16,0.4587192378936227
15837,07328,Tuta,Boyaca,4,7558,3423,4,40,3413,10,0.4587192378936227
15837,07328,Tuta,Boyaca,5,7558,3422,4,41,3414,8,0.4587192378936227
15837,07328,Tuta,Boyaca,6,7558,3412,10,45,3401,11,0.4587192378936227
15837,07328,Tuta,Boyaca,7,7558,3356,5,95,3339,17,0.45726382640910296
15839,07331,Tutaza,Boyaca,1,1806,553,1,5,552,1,0.30952380952380953
15839,07331,Tutaza,Boyaca,2,1806,552,1,6,552,0,0.30952380952380953
15839,07331,Tutaza,Boyaca,3,1806,553,1,5,553,0,0.30952380952380953
15839,07331,Tutaza,Boyaca,4,1806,554,1,4,552,2,0.30952380952380953
15839,07331,Tutaza,Boyaca,5,1806,553,1,5,553,0,0.30952380952380953
15839,07331,Tutaza,Boyaca,6,1806,552,1,6,547,5,0.30952380952380953
15839,07331,Tutaza,Boyaca,7,1806,523,1,27,518,5,0.30509413067552604
15842,07334,Umbita,Boyaca,1,5663,2128,8,24,2116,12,0.3814232738831008
15842,07334,Umbita,Boyaca,2,5663,2125,9,26,2113,12,0.3814232738831008
15842,07334,Umbita,Boyaca,3,5663,2123,7,31,2113,10,0.38159985873212077
15842,07334,Umbita,Boyaca,4,5663,2122,8,30,2109,13,0.3814232738831008
15842,07334,Umbita,Boyaca,5,5663,2124,6,30,2115,9,0.3814232738831008
15842,07334,Umbita,Boyaca,6,5663,2117,5,38,2109,8,0.3814232738831008
15842,07334,Umbita,Boyaca,7,5663,2090,5,65,2075,15,0.3814232738831008
15861,07337,Ventaquemada,Boyaca,1,10958,4261,9,67,4234,27,0.39578390217192916
15861,07337,Ventaquemada,Boyaca,2,10958,4273,8,58,4251,22,0.39596641722942144
15861,07337,Ventaquemada,Boyaca,3,10958,4266,7,64,4244,22,0.39578390217192916
15861,07337,Ventaquemada,Boyaca,4,10958,4266,5,66,4238,28,0.39578390217192916
15861,07337,Ventaquemada,Boyaca,5,10958,4267,7,60,4250,17,0.3955101295856908
15861,07337,Ventaquemada,Boyaca,6,10958,4261,4,72,4240,21,0.39578390217192916
15861,07337,Ventaquemada,Boyaca,7,10958,4194,7,136,4161,33,0.39578390217192916
15407,07139,Villa De Leiva,Boyaca,1,11211,5014,8,52,4963,51,0.4525912050664526
15407,07139,Villa De Leiva,Boyaca,2,11211,4908,7,59,4881,27,0.4436713941664437
15407,07139,Villa De Leiva,Boyaca,3,11211,5008,7,59,4965,43,0.4525912050664526
15407,07139,Villa De Leiva,Boyaca,4,11211,5010,7,57,4950,60,0.4525912050664526
15407,07139,Villa De Leiva,Boyaca,5,11211,5012,7,56,4983,29,0.45268040317545266
15407,07139,Villa De Leiva,Boyaca,6,11211,5004,5,65,4966,38,0.4525912050664526
15407,07139,Villa De Leiva,Boyaca,7,11211,4958,7,109,4911,47,0.4525912050664526
15879,07340,Viracacha,Boyaca,1,2505,855,5,32,843,12,0.35608782435129743
15879,07340,Viracacha,Boyaca,2,2505,855,5,32,847,8,0.35608782435129743
15879,07340,Viracacha,Boyaca,3,2505,857,3,32,845,12,0.35608782435129743
15879,07340,Viracacha,Boyaca,4,2505,856,2,34,846,10,0.35608782435129743
15879,07340,Viracacha,Boyaca,5,2505,856,2,34,848,8,0.35608782435129743
15879,07340,Viracacha,Boyaca,6,2505,850,3,29,839,11,0.3520958083832335
15879,07340,Viracacha,Boyaca,7,2505,834,2,58,821,13,0.3568862275449102
15897,07346,Zetaquira,Boyaca,1,3933,1500,3,18,1498,2,0.38672768878718533
15897,07346,Zetaquira,Boyaca,2,3933,1501,3,17,1497,4,0.38672768878718533
15897,07346,Zetaquira,Boyaca,3,3933,1501,4,17,1492,9,0.3869819476226799
15897,07346,Zetaquira,Boyaca,4,3933,1499,4,18,1497,2,0.38672768878718533
15897,07346,Zetaquira,Boyaca,5,3933,1501,1,19,1498,3,0.38672768878718533
15897,07346,Zetaquira,Boyaca,6,3933,1497,3,21,1495,2,0.38672768878718533
15897,07346,Zetaquira,Boyaca,7,3933,1379,3,39,1376,3,0.36130180523773203
17013,09004,Aguadas,Caldas,1,18640,5566,29,142,5533,33,0.30777896995708154
17013,09004,Aguadas,Caldas,2,18640,5567,21,150,5536,31,0.30783261802575107
17013,09004,Aguadas,Caldas,3,18640,5562,17,149,5529,33,0.3072961373390558
17013,09004,Aguadas,Caldas,4,18640,5565,16,157,5535,30,0.30783261802575107
17013,09004,Aguadas,Caldas,5,18640,5560,15,163,5534,26,0.30783261802575107
17013,09004,Aguadas,Caldas,6,18640,5547,13,178,5522,25,0.30783261802575107
17013,09004,Aguadas,Caldas,7,18640,5492,15,231,5447,45,0.30783261802575107
17042,09007,Anserma,Caldas,1,27881,8600,18,166,8533,67,0.31505326207811774
17042,09007,Anserma,Caldas,2,27881,8608,17,157,8550,58,0.31498152863957535
17042,09007,Anserma,Caldas,3,27881,8585,13,184,8525,60,0.31498152863957535
17042,09007,Anserma,Caldas,4,27881,8586,11,185,8512,74,0.31498152863957535
17042,09007,Anserma,Caldas,5,27881,8588,11,183,8540,48,0.31498152863957535
17042,09007,Anserma,Caldas,6,27881,8571,11,200,8506,65,0.31498152863957535
17042,09007,Anserma,Caldas,7,27881,8337,9,376,8255,82,0.31282952548330406
17050,09013,Aranzazu,Caldas,1,11209,3688,13,93,3661,27,0.3384780087429744
17050,09013,Aranzazu,Caldas,2,11209,3683,13,91,3662,21,0.3378535105718619
17050,09013,Aranzazu,Caldas,3,11209,3677,10,107,3655,22,0.3384780087429744
17050,09013,Aranzazu,Caldas,4,11209,3674,11,108,3653,21,0.33838879471852973
17050,09013,Aranzazu,Caldas,5,11209,3675,11,108,3656,19,0.3384780087429744
17050,09013,Aranzazu,Caldas,6,11209,3667,12,115,3652,15,0.3384780087429744
17050,09013,Aranzazu,Caldas,7,11209,3601,10,183,3568,33,0.3384780087429744
17088,09022,Belalcazar,Caldas,1,10201,2483,11,66,2465,18,0.25095578864817175
17088,09022,Belalcazar,Caldas,2,10201,2487,5,68,2476,11,0.25095578864817175
17088,09022,Belalcazar,Caldas,3,10201,2483,5,72,2468,15,0.25095578864817175
17088,09022,Belalcazar,Caldas,4,10201,2477,5,77,2462,15,0.25085775904323104
17088,09022,Belalcazar,Caldas,5,10201,2492,5,73,2479,13,0.25193608469757867
17088,09022,Belalcazar,Caldas,6,10201,2475,5,80,2462,13,0.25095578864817175
17088,09022,Belalcazar,Caldas,7,10201,2451,4,105,2433,18,0.25095578864817175
17174,09034,Chinchina,Caldas,1,44955,16137,262,248,16029,108,0.37030363697030366
17174,09034,Chinchina,Caldas,2,44955,16354,31,322,16060,294,0.3716383049716383
17174,09034,Chinchina,Caldas,3,44955,16126,31,270,16049,77,0.3654098542987432
17174,09034,Chinchina,Caldas,4,44955,16333,31,392,16248,85,0.37272828383939494
17174,09034,Chinchina,Caldas,5,44955,16129,21,495,16058,71,0.37025914803692583
17174,09034,Chinchina,Caldas,6,44955,16093,27,307,16017,76,0.3654098542987432
17174,09034,Chinchina,Caldas,7,44955,15940,26,458,15831,109,0.36534312089867643
17272,09037,Filadelfia,Caldas,1,9320,2738,12,52,2721,17,0.3006437768240343
17272,09037,Filadelfia,Caldas,2,9320,2672,14,59,2651,21,0.29452789699570814
17272,09037,Filadelfia,Caldas,3,9320,2722,14,66,2713,9,0.3006437768240343
17272,09037,Filadelfia,Caldas,4,9320,2726,11,65,2715,11,0.3006437768240343
17272,09037,Filadelfia,Caldas,5,9320,2726,12,64,2720,6,0.3006437768240343
17272,09037,Filadelfia,Caldas,6,9320,2722,12,68,2714,8,0.3006437768240343
17272,09037,Filadelfia,Caldas,7,9320,2679,12,111,2664,15,0.3006437768240343
17380,09049,La Dorada,Caldas,1,56757,15912,64,198,15816,96,0.2849692548936695
17380,09049,La Dorada,Caldas,2,56757,15912,56,204,15832,80,0.2849340169494512
17380,09049,La Dorada,Caldas,3,56757,15895,53,224,15802,93,0.2849340169494512
17380,09049,La Dorada,Caldas,4,56757,15898,51,223,15805,93,0.2849340169494512
17380,09049,La Dorada,Caldas,5,56757,15895,55,222,15821,74,0.2849340169494512
17380,09049,La Dorada,Caldas,6,56757,15725,54,238,15591,134,0.2822030762725303
17380,09049,La Dorada,Caldas,7,56757,15726,52,396,15585,141,0.2849692548936695
17388,09052,La Merced,Caldas,1,5571,1713,5,42,1698,15,0.31592173756955666
17388,09052,La Merced,Caldas,2,5571,1707,2,51,1698,9,0.31592173756955666
17388,09052,La Merced,Caldas,3,5571,1705,4,51,1696,9,0.31592173756955666
17388,09052,La Merced,Caldas,4,5571,1704,2,54,1690,14,0.31592173756955666
17388,09052,La Merced,Caldas,5,5571,1710,4,47,1700,10,0.31610123855681205
17388,09052,La Merced,Caldas,6,5571,1704,1,55,1693,11,0.31592173756955666
17388,09052,La Merced,Caldas,7,5571,1681,0,75,1666,15,0.3152037336205349
17001,09001,Manizales,Caldas,1,326852,143864,852,1853,142623,1241,0.44842619901362085
17001,09001,Manizales,Caldas,2,326852,144545,263,1659,143471,1074,0.4481141311663995
17001,09001,Manizales,Caldas,3,326852,143864,240,1721,143050,814,0.4461499394221238
17001,09001,Manizales,Caldas,4,326852,144147,235,1711,142944,1203,0.4469698823932544
17001,09001,Manizales,Caldas,5,326852,144010,220,2096,143258,752,0.4476827432599464
17001,09001,Manizales,Caldas,6,326852,143548,233,1782,142883,665,0.4453483533831826
17001,09001,Manizales,Caldas,7,326852,142301,243,3268,141159,1142,0.4461101660690465
17433,09055,Manzanares,Caldas,1,15404,4337,17,111,4315,22,0.28985977668138146
17433,09055,Manzanares,Caldas,2,15404,4332,14,115,4315,17,0.2896001038691249
17433,09055,Manzanares,Caldas,3,15404,4274,12,117,4252,22,0.2858348480914048
17433,09055,Manzanares,Caldas,4,15404,4323,12,126,4302,21,0.2896001038691249
17433,09055,Manzanares,Caldas,5,15404,4325,14,122,4312,13,0.2896001038691249
17433,09055,Manzanares,Caldas,6,15404,4317,11,132,4295,22,0.2895351856660608
17433,09055,Manzanares,Caldas,7,15404,4249,9,212,4223,26,0.29018436769670214
17442,09058,Marmato,Caldas,1,6924,1425,3,31,1413,12,0.2107163489312536
17442,09058,Marmato,Caldas,2,6924,1423,3,32,1415,8,0.21057192374350087
17442,09058,Marmato,Caldas,3,6924,1426,2,31,1414,12,0.2107163489312536
17442,09058,Marmato,Caldas,4,6924,1418,3,38,1405,13,0.2107163489312536
17442,09058,Marmato,Caldas,5,6924,1422,4,33,1413,9,0.2107163489312536
17442,09058,Marmato,Caldas,6,6924,1420,2,37,1409,11,0.2107163489312536
17442,09058,Marmato,Caldas,7,6924,1406,2,51,1389,17,0.2107163489312536
17444,09061,Marquetalia,Caldas,1,11449,3824,7,88,3808,16,0.34230063761027163
17444,09061,Marquetalia,Caldas,2,11449,3820,9,90,3808,12,0.34230063761027163
17444,09061,Marquetalia,Caldas,3,11449,3815,6,98,3800,15,0.34230063761027163
17444,09061,Marquetalia,Caldas,4,11449,3822,7,90,3717,105,0.34230063761027163
17444,09061,Marquetalia,Caldas,5,11449,3825,6,88,3816,9,0.34230063761027163
17444,09061,Marquetalia,Caldas,6,11449,3824,4,91,3813,11,0.34230063761027163
17444,09061,Marquetalia,Caldas,7,11449,3742,9,167,3725,17,0.3422132937374443
17446,09067,Marulanda,Caldas,1,2529,652,5,18,649,3,0.2669039145907473
17446,09067,Marulanda,Caldas,2,2529,647,5,23,645,2,0.2669039145907473
17446,09067,Marulanda,Caldas,3,2529,649,3,23,644,5,0.2669039145907473
17446,09067,Marulanda,Caldas,4,2529,647,2,26,645,2,0.2669039145907473
17446,09067,Marulanda,Caldas,5,2529,649,3,23,647,2,0.2669039145907473
17446,09067,Marulanda,Caldas,6,2529,646,1,28,640,6,0.2669039145907473
17446,09067,Marulanda,Caldas,7,2529,554,2,39,548,6,0.23527085804665876
17486,09076,Neira,Caldas,1,19622,5930,23,104,5890,40,0.308684130058098
17486,09076,Neira,Caldas,2,19622,5931,24,105,5901,30,0.30883701967179694
17486,09076,Neira,Caldas,3,19622,5929,17,110,5888,41,0.30863316685353176
17486,09076,Neira,Caldas,4,19622,5922,18,117,5882,40,0.308684130058098
17486,09076,Neira,Caldas,5,19622,5928,22,107,5901,27,0.308684130058098
17486,09076,Neira,Caldas,6,19622,5912,18,128,5879,33,0.30873509326266435
17486,09076,Neira,Caldas,7,19622,5847,18,192,5805,42,0.308684130058098
17495,09078,Norcasia,Caldas,1,5930,1597,6,27,1583,14,0.2748735244519393
17495,09078,Norcasia,Caldas,2,5930,1599,6,24,1587,12,0.27470489038785834
17495,09078,Norcasia,Caldas,3,5930,1598,5,27,1585,13,0.2748735244519393
17495,09078,Norcasia,Caldas,4,5930,1597,5,26,1585,12,0.27453625632377743
17495,09078,Norcasia,Caldas,5,5930,1598,4,28,1586,12,0.2748735244519393
17495,09078,Norcasia,Caldas,6,5930,1594,4,32,1584,10,0.2748735244519393
17495,09078,Norcasia,Caldas,7,5930,1573,4,53,1563,10,0.2748735244519393
17513,09079,Pacora,Caldas,1,11903,3603,15,110,3563,40,0.31319835335629675
17513,09079,Pacora,Caldas,2,11903,3598,15,115,3570,28,0.31319835335629675
17513,09079,Pacora,Caldas,3,11903,3519,11,118,3483,36,0.30647735864908004
17513,09079,Pacora,Caldas,4,11903,3584,8,126,3549,35,0.3123582290178947
17513,09079,Pacora,Caldas,5,11903,3606,7,115,3574,32,0.31319835335629675
17513,09079,Pacora,Caldas,6,11903,3590,9,129,3550,40,0.31319835335629675
17513,09079,Pacora,Caldas,7,11903,3516,9,190,3472,44,0.31210619171637405
17524,09082,Palestina,Caldas,1,14990,3978,27,77,3946,32,0.2723148765843896
17524,09082,Palestina,Caldas,2,14990,3984,17,82,3955,29,0.2723815877251501
17524,09082,Palestina,Caldas,3,14990,3981,18,84,3951,30,0.2723815877251501
17524,09082,Palestina,Caldas,4,14990,3977,15,91,3946,31,0.2723815877251501
17524,09082,Palestina,Caldas,5,14990,3970,25,89,3949,21,0.2724482988659106
17524,09082,Palestina,Caldas,6,14990,3865,14,102,3839,26,0.26557705136757837
17524,09082,Palestina,Caldas,7,14990,3831,12,145,3794,37,0.26604402935290195
17541,09085,Pensilvania,Caldas,1,16291,5566,30,196,5514,52,0.355533730280523
17541,09085,Pensilvania,Caldas,2,16291,5560,22,203,5520,40,0.35510404517831934
17541,09085,Pensilvania,Caldas,3,16291,5552,20,220,5509,43,0.355533730280523
17541,09085,Pensilvania,Caldas,4,16291,5550,17,225,5503,47,0.355533730280523
17541,09085,Pensilvania,Caldas,5,16291,5551,21,220,5520,31,0.355533730280523
17541,09085,Pensilvania,Caldas,6,16291,5536,19,237,5500,36,0.355533730280523
17541,09085,Pensilvania,Caldas,7,16291,5398,20,375,5345,53,0.35559511386655207
17614,09103,Riosucio,Caldas,1,38753,12191,44,314,12085,106,0.3238200913477666
17614,09103,Riosucio,Caldas,2,38753,12159,33,348,12085,74,0.323587851263128
17614,09103,Riosucio,Caldas,3,38753,12130,29,388,12045,85,0.32376848244006917
17614,09103,Riosucio,Caldas,4,38753,12132,32,384,12034,98,0.32379428689391787
17614,09103,Riosucio,Caldas,5,38753,12151,33,505,12087,64,0.3274327148865894
17614,09103,Riosucio,Caldas,6,38753,12116,31,401,12032,84,0.32379428689391787
17614,09103,Riosucio,Caldas,7,38753,11938,35,580,11800,138,0.3239233091631616
17616,09106,Risaralda,Caldas,1,10580,2638,7,51,2619,19,0.254820415879017
17616,09106,Risaralda,Caldas,2,10580,2630,5,86,2611,19,0.2571833648393195
17616,09106,Risaralda,Caldas,3,10580,2626,5,65,2602,24,0.254820415879017
17616,09106,Risaralda,Caldas,4,10580,2624,6,67,2591,33,0.25491493383742914
17616,09106,Risaralda,Caldas,5,10580,2630,2,64,2603,27,0.254820415879017
17616,09106,Risaralda,Caldas,6,10580,2623,3,70,2611,12,0.254820415879017
17616,09106,Risaralda,Caldas,7,10580,2587,1,107,2564,23,0.2547258979206049
17653,09109,Salamina,Caldas,1,15207,4328,14,89,4299,29,0.291378970211087
17653,09109,Salamina,Caldas,2,15207,4328,12,91,4311,17,0.291378970211087
17653,09109,Salamina,Caldas,3,15207,4316,11,103,4299,17,0.2913132110212402
17653,09109,Salamina,Caldas,4,15207,4313,10,106,4289,24,0.29124745183139344
17653,09109,Salamina,Caldas,5,15207,4318,9,103,4301,17,0.2913132110212402
17653,09109,Salamina,Caldas,6,15207,4129,9,107,4109,20,0.2791477608995857
17653,09109,Salamina,Caldas,7,15207,4074,11,160,4049,25,0.2791477608995857
17662,09115,Samana,Caldas,1,15970,4610,16,141,4587,23,0.2984971822166562
17662,09115,Samana,Caldas,2,15970,4617,14,139,4596,21,0.2986850344395742
17662,09115,Samana,Caldas,3,15970,4605,13,152,4535,70,0.2986850344395742
17662,09115,Samana,Caldas,4,15970,4611,12,147,4591,20,0.2986850344395742
17662,09115,Samana,Caldas,5,15970,4612,12,146,4594,18,0.2986850344395742
17662,09115,Samana,Caldas,6,15970,4597,12,161,4578,19,0.2986850344395742
17662,09115,Samana,Caldas,7,15970,4540,10,220,4517,23,0.2986850344395742
17665,09120,San Jose,Caldas,1,4988,1400,4,20,1394,6,0.2854851643945469
17665,09120,San Jose,Caldas,2,4988,1391,4,28,1386,5,0.28528468323977546
17665,09120,San Jose,Caldas,3,4988,1391,4,28,1385,6,0.28528468323977546
17665,09120,San Jose,Caldas,4,4988,1389,4,30,1379,10,0.28528468323977546
17665,09120,San Jose,Caldas,5,4988,1390,9,29,1386,4,0.2862870890136327
17665,09120,San Jose,Caldas,6,4988,1390,4,29,1386,4,0.28528468323977546
17665,09120,San Jose,Caldas,7,4988,1374,5,43,1365,9,0.285084202085004
17777,09124,Supia,Caldas,1,22007,5010,132,149,4945,65,0.2404235016131231
17777,09124,Supia,Caldas,2,22007,5364,37,144,4866,498,0.2519652837733449
17777,09124,Supia,Caldas,3,22007,4985,22,158,4931,54,0.2346980506202572
17777,09124,Supia,Caldas,4,22007,5415,21,174,5351,64,0.2549188894442677
17777,09124,Supia,Caldas,5,22007,4979,30,614,4924,55,0.2555096105784523
17777,09124,Supia,Caldas,6,22007,4959,20,189,4901,58,0.2348343708819921
17777,09124,Supia,Caldas,7,22007,4922,16,238,4843,79,0.23519789157995183
17867,09127,Victoria,Caldas,1,8324,2371,5,40,2354,17,0.2902450744834214
17867,09127,Victoria,Caldas,2,8324,2366,5,45,2355,11,0.2902450744834214
17867,09127,Victoria,Caldas,3,8324,2365,2,49,2352,13,0.2902450744834214
17867,09127,Victoria,Caldas,4,8324,2361,2,53,2348,13,0.2902450744834214
17867,09127,Victoria,Caldas,5,8324,2365,6,45,2354,11,0.2902450744834214
17867,09127,Victoria,Caldas,6,8324,2360,1,55,2349,11,0.2902450744834214
17867,09127,Victoria,Caldas,7,8324,2323,3,90,2303,20,0.2902450744834214
17873,09130,Villamaria,Caldas,1,40834,17785,39,211,17700,85,0.44166625851006514
17873,09130,Villamaria,Caldas,2,40834,17845,29,215,17737,108,0.44298868589900575
17873,09130,Villamaria,Caldas,3,40834,17874,26,242,17572,302,0.4442866238918548
17873,09130,Villamaria,Caldas,4,40834,17874,28,238,17593,281,0.44423764509967184
17873,09130,Villamaria,Caldas,5,40834,17887,26,229,17833,54,0.4442866238918548
17873,09130,Villamaria,Caldas,6,40834,17944,31,266,17777,167,0.44671107410491256
17873,09130,Villamaria,Caldas,7,40834,17615,30,486,17511,104,0.4440172405348484
17877,09133,Viterbo,Caldas,1,13156,4090,16,54,4057,33,0.31620553359683795
17877,09133,Viterbo,Caldas,2,13156,4095,11,51,4070,25,0.31597750076010944
17877,09133,Viterbo,Caldas,3,13156,4078,10,69,4055,23,0.31597750076010944
17877,09133,Viterbo,Caldas,4,13156,4083,11,63,4054,29,0.31597750076010944
17877,09133,Viterbo,Caldas,5,13156,4086,10,61,4065,21,0.31597750076010944
17877,09133,Viterbo,Caldas,6,13156,4079,9,69,4051,28,0.31597750076010944
17877,09133,Viterbo,Caldas,7,13156,4032,12,113,3997,35,0.31597750076010944
18029,44002,Albania,Caqueta,1,3973,1152,1,16,1145,7,0.2942360936320161
18029,44002,Albania,Caqueta,2,3973,1151,2,16,1147,4,0.2942360936320161
18029,44002,Albania,Caqueta,3,3973,1151,2,16,1140,11,0.2942360936320161
18029,44002,Albania,Caqueta,4,3973,1149,1,19,1145,4,0.2942360936320161
18029,44002,Albania,Caqueta,5,3973,1151,2,16,1146,5,0.2942360936320161
18029,44002,Albania,Caqueta,6,3973,1148,2,19,1142,6,0.2942360936320161
18029,44002,Albania,Caqueta,7,3973,1138,1,30,1133,5,0.2942360936320161
18094,44004,Belen De Los Andaquies,Caqueta,1,7706,2158,5,30,2149,9,0.28458344147417597
18094,44004,Belen De Los Andaquies,Caqueta,2,7706,2156,4,30,2151,5,0.2841941344406956
18094,44004,Belen De Los Andaquies,Caqueta,3,7706,2153,1,35,2147,6,0.28406436542953545
18094,44004,Belen De Los Andaquies,Caqueta,4,7706,2153,2,34,2146,7,0.28406436542953545
18094,44004,Belen De Los Andaquies,Caqueta,5,7706,2154,2,33,2150,4,0.28406436542953545
18094,44004,Belen De Los Andaquies,Caqueta,6,7706,2152,1,36,2141,11,0.28406436542953545
18094,44004,Belen De Los Andaquies,Caqueta,7,7706,2125,1,63,2109,16,0.28406436542953545
18150,44003,Cartagena Del Chaira,Caqueta,1,19150,2957,6,60,2922,35,0.15785900783289816
18150,44003,Cartagena Del Chaira,Caqueta,2,19150,2956,8,59,2926,30,0.15785900783289816
18150,44003,Cartagena Del Chaira,Caqueta,3,19150,2940,8,75,2912,28,0.15785900783289816
18150,44003,Cartagena Del Chaira,Caqueta,4,19150,2944,8,84,2912,32,0.1585378590078329
18150,44003,Cartagena Del Chaira,Caqueta,5,19150,2944,7,72,2913,31,0.15785900783289816
18150,44003,Cartagena Del Chaira,Caqueta,6,19150,2929,8,86,2895,34,0.15785900783289816
18150,44003,Cartagena Del Chaira,Caqueta,7,19150,2895,9,113,2842,53,0.15754569190600523
18205,44012,Curillo,Caqueta,1,7498,1367,2,42,1357,10,0.1881835156041611
18205,44012,Curillo,Caqueta,2,7498,1451,3,38,1436,15,0.19898639637236595
18205,44012,Curillo,Caqueta,3,7498,1444,2,46,1434,10,0.19898639637236595
18205,44012,Curillo,Caqueta,4,7498,1443,3,46,1434,9,0.19898639637236595
18205,44012,Curillo,Caqueta,5,7498,1449,2,41,1436,13,0.19898639637236595
18205,44012,Curillo,Caqueta,6,7498,1436,2,54,1423,13,0.19898639637236595
18205,44012,Curillo,Caqueta,7,7498,1415,3,75,1398,17,0.19911976527073885
18247,44005,El Doncello,Caqueta,1,15608,4298,22,74,4274,24,0.2815222962583291
18247,44005,El Doncello,Caqueta,2,15608,4295,13,80,4261,34,0.28113787801127627
18247,44005,El Doncello,Caqueta,3,15608,4293,14,81,4266,27,0.28113787801127627
18247,44005,El Doncello,Caqueta,4,15608,4294,12,82,4266,28,0.28113787801127627
18247,44005,El Doncello,Caqueta,5,15608,4302,12,74,4279,23,0.28113787801127627
18247,44005,El Doncello,Caqueta,6,15608,4292,10,86,4262,30,0.28113787801127627
18247,44005,El Doncello,Caqueta,7,15608,4158,15,158,4122,36,0.27748590466427475
18256,44006,El Paujil,Caqueta,1,11830,2497,13,37,2484,13,0.21530008453085375
18256,44006,El Paujil,Caqueta,2,11830,2498,12,37,2486,12,0.21530008453085375
18256,44006,El Paujil,Caqueta,3,11830,2493,11,43,2476,17,0.21530008453085375
18256,44006,El Paujil,Caqueta,4,11830,2493,10,44,2481,12,0.21530008453085375
