,código,municipio,departamento,mesas,total_mesas,votantes,total_votantes,votos_por_candidato,votos_en_blanco,votos_nulos,votos_no_marcados,iván duque,gustavo petro,sergio fajardo,germán vargas lleras,humberto de la calle,promotores voto en blanco,viviane morales,jorge antonio trujillo sarmiento,cod_depto,cod_mun
0,60010,El Encanto,Amazonas,3,3,308,776,303,3,2,0,50,190,14,39,8,0,1,1,91,91263
1,60013,La Chorrera,Amazonas,3,3,565,969,557,3,1,4,44,470,15,19,7,2,0,0,91,91405
2,60016,La Pedrera,Amazonas,3,3,231,965,229,0,2,0,21,150,20,29,9,0,0,0,91,91407
3,60017,La Victoria,Amazonas,1,1,19,61,18,1,0,0,2,14,1,0,1,0,0,0,91,91430
4,60001,Leticia,Amazonas,97,97,14555,36216,14136,259,123,37,6154,3821,2523,853,652,17,43,73,91,91001
5,60019,Miriti Parana,Amazonas,2,2,77,456,77,0,0,0,4,59,2,5,7,0,0,0,91,91460
6,60030,Puerto Alegria,Amazonas,1,1,75,264,73,1,0,1,34,31,6,1,1,0,0,0,91,91530
7,60040,Puerto Arica,Amazonas,2,2,146,450,146,0,0,0,32,98,4,6,5,0,0,1,91,91536
8,60007,Puerto Nariño,Amazonas,12,12,1911,4456,1870,22,12,7,651,839,84,244,36,0,7,9,91,91540
9,60021,Puerto Santander,Amazonas,2,2,168,595,165,1,2,0,27,85,3,47,2,0,0,1,91,91669
10,60022,Tarapaca,Amazonas,4,4,369,1356,355,9,3,2,95,174,21,52,11,0,0,2,91,91798
11,1004,Abejorral,Antioquia,44,44,6489,14967,6239,77,89,84,4496,178,1097,347,72,11,24,14,5,5002
12,1007,Abriaqui,Antioquia,6,6,994,1913,975,10,3,6,828,11,89,27,15,1,2,2,5,5004
13,1010,Alejandria,Antioquia,12,12,2205,4549,2131,45,17,12,1513,72,312,126,96,3,8,1,5,5021
14,1013,Amaga,Antioquia,60,60,10452,22350,10034,225,153,40,5459,598,3298,450,179,22,13,15,5,5030
15,1016,Amalfi,Antioquia,47,47,6073,17182,5747,178,86,62,3354,257,1639,298,136,18,11,34,5,5031
16,1019,Andes,Antioquia,88,88,15501,34753,15066,197,175,63,9733,721,2848,1564,129,17,35,19,5,5034
17,1022,Angelopolis,Antioquia,17,17,2566,5812,2475,42,28,21,1722,87,485,89,67,9,10,6,5,5036
18,1025,Angostura,Antioquia,26,26,2966,9079,2733,70,94,69,1841,117,634,68,47,8,5,13,5,5038
19,1028,Anori,Antioquia,34,34,3086,11628,2906,109,39,32,1394,432,819,95,127,13,15,11,5,5040
20,1031,Antioquia,Antioquia,59,59,9964,20540,9395,306,205,58,5791,772,2186,357,228,23,17,21,5,5042
21,1034,Anza,Antioquia,17,17,2475,5771,2375,39,38,23,1872,61,269,107,46,3,6,11,5,5044
22,1035,Apartado,Antioquia,241,241,43379,92620,41112,1447,640,180,15171,16836,6653,1377,666,116,98,195,5,5045
23,1037,Arboletes,Antioquia,63,63,10167,22416,9908,91,124,44,4366,2788,670,1861,113,18,53,39,5,5051
24,1039,Argelia,Antioquia,21,21,2977,6570,2904,28,26,19,2580,93,134,57,22,2,9,7,5,5055
25,1040,Armenia,Antioquia,13,13,1895,4688,1808,37,38,12,1285,109,165,135,68,4,10,32,5,5059
26,1043,Barbosa,Antioquia,111,111,21247,40499,20091,539,442,175,10186,1639,6814,861,383,58,34,116,5,5079
27,1049,Bello,Antioquia,819,819,185715,331836,178555,4226,2334,600,86219,15947,62845,7727,3960,1022,293,542,5,5088
28,1046,Belmira,Antioquia,15,15,2264,4750,2167,58,30,9,1321,61,540,92,129,12,4,8,5,5086
29,1052,Betania,Antioquia,23,23,3048,8342,2971,30,22,25,2228,95,440,129,56,3,13,7,5,5091
30,1055,Betulia,Antioquia,37,37,5153,13332,4956,94,59,44,4064,146,459,172,72,11,20,12,5,5093
31,1058,Bolivar,Antioquia,66,66,10937,23836,10565,210,101,61,7935,610,1400,353,188,15,26,38,5,5101
32,1062,Briceño,Antioquia,22,22,2125,6610,1977,66,44,38,674,175,598,395,104,7,5,19,5,5107
33,1061,Buritica,Antioquia,21,21,2907,7299,2772,59,48,28,1538,223,580,295,111,4,7,14,5,5113
34,1064,Caceres,Antioquia,54,54,5506,19548,5275,107,85,39,2124,1657,823,444,160,10,23,34,5,5120
35,1067,Caicedo,Antioquia,17,17,2801,6267,2674,73,30,24,1856,175,432,108,72,8,15,8,5,5125
36,1070,Caldas,Antioquia,172,172,38685,63501,36929,983,694,79,15804,2346,15786,1700,912,161,61,159,5,5129
37,1073,Campamento,Antioquia,19,19,1879,6625,1739,89,33,18,908,144,322,305,43,4,3,10,5,5134
38,1078,Caracoli,Antioquia,15,15,1724,4710,1591,58,60,15,999,176,257,77,72,3,5,2,5,5142
39,1079,Caramanta,Antioquia,15,15,2473,4992,2396,33,29,15,1281,75,964,35,33,4,2,2,5,5145
40,1080,Carepa,Antioquia,117,117,18360,42614,17506,462,288,104,7094,6178,2822,836,286,42,190,58,5,5147
41,1082,Carmen De Viboral,Antioquia,101,101,24685,36226,23554,487,362,282,12048,2150,8182,530,470,38,99,37,5,5148
42,1085,Carolina,Antioquia,12,12,1804,4049,1705,51,39,9,957,164,353,113,45,45,21,7,5,5150
43,1088,Caucasia,Antioquia,192,192,31434,68594,29831,772,683,148,12799,9091,4931,1952,512,206,138,202,5,5154
44,1076,Cañasgordas,Antioquia,37,37,6708,13434,6444,125,86,53,5244,228,585,267,71,15,13,21,5,5138
45,1106,Chigorodo,Antioquia,104,104,20181,46034,18816,640,383,342,6980,6717,2983,1486,295,49,221,85,5,5172
46,1091,Cisneros,Antioquia,31,31,4943,11528,4655,161,88,39,2663,247,1172,189,321,18,18,27,5,5190
47,1094,Cocorna,Antioquia,38,38,7505,13259,7325,55,66,59,5943,265,621,160,68,242,16,10,5,5197
48,1097,Concepcion,Antioquia,12,12,2160,4294,2089,40,16,15,1439,177,271,48,140,3,4,7,5,5206
49,1100,Concordia,Antioquia,43,43,6111,15881,5864,121,67,59,4701,148,593,268,95,20,27,12,5,5209
50,1103,Copacabana,Antioquia,178,178,38222,66571,36445,1006,545,226,16351,3664,13565,1661,941,75,55,133,5,5212
51,1109,Dabeiba,Antioquia,48,48,5880,17541,5596,112,96,76,3004,625,762,608,529,15,18,35,5,5234
52,1112,Don Matias,Antioquia,47,47,8955,17033,8621,159,131,44,6028,291,1980,142,128,16,12,24,5,5237
53,1115,Ebejico,Antioquia,32,32,4843,11258,4616,88,103,36,3395,192,604,129,258,4,20,14,5,5240
54,1117,El Bagre,Antioquia,99,99,11784,36574,11288,252,181,63,5751,2642,2251,296,225,23,31,69,5,5250
55,1118,Entrerrios,Antioquia,23,23,4588,8462,4433,98,39,18,2642,137,1436,99,103,9,4,3,5,5264
56,1121,Envigado,Antioquia,605,605,151898,241042,147218,2795,1517,368,85564,7841,44836,3973,4407,198,157,242,5,5266
57,1124,Fredonia,Antioquia,53,53,7523,18205,7220,173,90,40,4023,431,1925,543,169,15,21,93,5,5282
58,1127,Frontino,Antioquia,51,51,5399,16854,5082,141,116,60,2820,476,1157,205,365,19,23,17,5,5284
59,1130,Giraldo,Antioquia,12,12,2469,4342,2390,37,32,10,1275,183,544,307,71,1,0,9,5,5306
60,1133,Girardota,Antioquia,132,132,26479,49817,25126,720,551,82,10200,1995,10775,1464,530,53,45,64,5,5308
61,1136,Gomez Plata,Antioquia,24,24,3910,8435,3706,98,80,26,2738,137,534,199,56,14,9,19,5,5310
62,1139,Granada,Antioquia,28,28,5048,10039,4835,102,52,59,3833,182,560,156,59,14,14,17,5,5313
63,1140,Guadalupe,Antioquia,18,18,2006,5752,1877,74,34,21,1051,150,330,270,56,6,9,5,5,5315
64,1142,Guarne,Antioquia,96,96,23166,34883,22281,485,324,76,13079,1507,6415,517,519,52,59,133,5,5318
65,1145,Guatape,Antioquia,18,18,4570,6871,4416,70,53,31,2694,301,998,322,79,8,6,8,5,5321
66,1148,Heliconia,Antioquia,18,18,2417,6032,2297,52,46,22,1434,117,415,281,34,3,4,9,5,5347
67,1150,Hispania,Antioquia,15,15,2199,5366,2135,33,18,13,1121,117,510,127,38,207,9,6,5,5353
68,1151,Itagui,Antioquia,627,627,144699,253471,139498,3184,1795,222,68550,9738,50920,6326,2959,605,161,239,5,5360
69,1154,Ituango,Antioquia,57,57,4481,17607,4056,168,128,129,1653,457,1531,105,232,28,27,23,5,5361
70,1157,Jardin,Antioquia,34,34,6970,12392,6761,143,47,19,4117,718,1652,165,83,6,10,10,5,5364
71,1160,Jerico,Antioquia,30,30,5597,11033,5393,115,70,19,3829,174,854,301,181,7,9,38,5,5368
72,1163,La Ceja,Antioquia,117,117,33126,47648,31837,669,517,103,17569,1490,11350,725,550,51,49,53,5,5376
73,1166,La Estrella,Antioquia,142,142,33137,58076,31891,756,435,55,15070,2228,12425,1171,778,68,106,45,5,5380
74,1170,La Pintada,Antioquia,19,19,3451,6961,3307,69,54,21,2245,199,551,221,67,13,7,4,5,5390
75,1169,La Union,Antioquia,46,46,11274,17164,10932,143,158,41,6167,488,3650,400,164,18,21,24,5,5400
76,1172,Liborina,Antioquia,26,26,4326,9118,4182,68,50,26,2984,169,721,218,49,4,9,28,5,5411
77,1175,Maceo,Antioquia,21,21,3546,7719,3440,48,36,22,2279,212,548,325,54,5,10,7,5,5425
78,1178,Marinilla,Antioquia,94,94,27096,41281,26348,390,269,89,15685,1890,7471,763,432,38,37,32,5,5440
79,1001,Medellin,Antioquia,4048,4048,1009924,1588150,977587,20773,10125,1439,532329,77397,308914,24276,26112,4137,1561,2861,5,5001
80,1181,Montebello,Antioquia,17,17,2860,6185,2697,67,46,50,1630,108,520,307,116,5,7,4,5,5467
81,1184,Murindo,Antioquia,10,10,930,3010,896,9,17,8,65,612,66,127,21,1,1,3,5,5475
82,1187,Mutata,Antioquia,30,30,4087,10699,3929,76,52,30,1728,793,428,888,49,16,11,16,5,5480
83,1190,Nariño,Antioquia,27,27,3701,8821,3570,48,36,47,3001,109,218,76,37,107,16,6,5,5483
84,1191,Nechi,Antioquia,51,51,5478,18198,5318,58,69,33,3248,995,429,507,80,15,26,18,5,5495
85,1192,Necocli,Antioquia,91,91,12018,33425,11524,199,189,106,5883,2640,964,1602,273,36,65,61,5,5490
86,1193,Olaya,Antioquia,9,9,1497,2914,1453,20,17,7,1020,70,199,127,27,3,6,1,5,5501
87,1199,Peque,Antioquia,19,19,2927,6063,2771,38,88,30,1294,128,594,65,542,109,22,17,5,5543
88,1196,Peñol,Antioquia,43,43,9132,16308,8904,125,81,22,5913,504,1911,440,85,12,23,16,5,5541
89,1202,Pueblorrico,Antioquia,19,19,3072,7106,2966,59,25,22,2147,150,324,258,61,8,17,1,5,5576
90,1205,Puerto Berrio,Antioquia,95,95,14363,34079,13720,306,264,73,7280,1675,3841,629,161,22,33,79,5,5579
91,1168,Puerto Nare-La Magdalena,Antioquia,35,35,5455,11937,5233,54,72,96,1691,1104,960,1277,50,79,12,60,5,5585
92,1206,Puerto Triunfo,Antioquia,38,38,6963,13768,6756,86,76,45,4638,536,1160,334,38,14,18,18,5,5591
93,1208,Remedios,Antioquia,49,49,6028,18027,5642,218,110,58,1743,830,2749,183,70,24,21,22,5,5604
94,1211,Retiro,Antioquia,45,45,11967,17049,11678,146,110,33,7791,374,2722,477,226,16,11,61,5,5607
95,1214,Rionegro,Antioquia,270,270,71538,103860,69081,1354,983,120,38393,4501,23038,1538,1306,123,89,93,5,5615
96,1217,Sabanalarga,Antioquia,19,19,3155,7134,3017,64,52,22,2193,208,293,139,75,94,7,8,5,5628
97,1218,Sabaneta,Antioquia,173,173,47370,70193,46182,806,312,70,25525,2819,15152,1178,1178,257,39,34,5,5631
98,1220,Salgar,Antioquia,37,37,5585,13482,5416,49,37,83,4564,135,467,179,47,8,10,6,5,5642
99,1223,San Andres,Antioquia,18,18,1926,5255,1738,70,69,49,1108,110,435,37,32,3,7,6,5,5647
100,1226,San Carlos,Antioquia,39,39,7260,14045,7023,99,77,61,4621,361,1758,125,96,11,29,22,5,5649
101,1227,San Francisco,Antioquia,17,17,2605,6182,2518,33,22,32,1931,169,297,62,24,5,10,20,5,5652
102,1229,San Jeronimo,Antioquia,34,34,6466,12393,6070,107,94,195,4093,240,1033,474,74,144,4,8,5,5656
103,1230,San Jose De La Montaña,Antioquia,9,9,1547,3122,1479,34,24,10,796,57,572,33,12,6,2,1,5,5658
104,1231,San Juan De Uraba,Antioquia,50,50,6967,17747,6737,115,65,50,3053,1633,471,1474,67,9,15,15,5,5659
105,1232,San Luis,Antioquia,31,31,5806,11011,5669,77,31,29,4387,371,725,124,36,7,11,8,5,5660
106,1235,San Pedro,Antioquia,55,55,11239,20146,10718,293,186,42,7464,406,2340,244,171,17,15,61,5,5664
107,1237,San Pedro De Uraba,Antioquia,69,69,9602,25750,9296,144,88,74,5626,1268,1164,963,153,13,32,77,5,5665
108,1238,San Rafael,Antioquia,33,33,5992,12273,5730,114,81,67,3792,295,1415,137,50,11,18,12,5,5667
109,1241,San Roque,Antioquia,41,41,6536,14772,6238,145,101,52,4676,284,912,214,99,21,20,12,5,5670
110,1244,San Vicente,Antioquia,48,48,9874,16236,9546,149,124,55,6895,508,1784,175,119,24,24,17,5,5674
111,1247,Santa Barbara,Antioquia,63,63,9918,22126,9412,273,169,64,5197,627,2560,758,198,28,19,25,5,5679
112,1250,Santa Rosa De Osos,Antioquia,73,73,15511,26407,14483,457,402,169,9252,581,3932,378,226,39,37,38,5,5686
113,1253,Santo Domingo,Antioquia,29,29,4241,9172,4027,99,70,45,2500,197,763,444,79,17,14,13,5,5690
114,1256,Santuario,Antioquia,74,74,18256,27101,17791,245,138,82,13656,755,2452,596,257,18,29,28,5,5697
115,1259,Segovia,Antioquia,74,74,7715,27130,7078,408,198,31,1761,1596,3213,187,172,63,23,63,5,5736
116,1262,Sonson,Antioquia,86,86,14318,26908,13709,286,199,124,10922,422,1827,275,155,46,30,32,5,5756
117,1265,Sopetran,Antioquia,36,36,5874,12280,5683,86,82,23,3222,360,1431,274,377,8,4,7,5,5761
118,1268,Tamesis,Antioquia,40,40,7449,14424,7157,149,104,39,4451,450,1901,227,88,8,21,11,5,5789
119,1270,Taraza,Antioquia,71,71,5604,25880,5241,171,138,54,1973,1275,1315,481,141,17,21,18,5,5790
120,1271,Tarso,Antioquia,16,16,2061,5894,1994,36,18,13,1116,142,299,258,107,67,2,3,5,5792
121,1274,Titiribi,Antioquia,26,26,3014,8672,2880,54,55,25,1488,110,1047,167,40,6,2,20,5,5809
122,1277,Toledo,Antioquia,13,13,1647,4502,1474,76,64,33,944,124,285,53,49,9,4,6,5,5819
123,1280,Turbo,Antioquia,224,224,34585,85106,32836,914,604,231,11945,13085,2546,4309,572,69,113,197,5,5837
124,1282,Uramita,Antioquia,18,18,2783,6353,2601,38,25,119,1257,97,184,914,132,3,9,5,5,5842
125,1283,Urrao,Antioquia,63,63,8290,22724,7808,260,144,78,4778,515,1456,660,171,162,41,25,5,5847
126,1286,Valdivia,Antioquia,32,32,2896,11987,2647,104,72,73,1457,327,581,154,81,11,22,14,5,5854
127,1289,Valparaiso,Antioquia,17,17,2705,5656,2615,37,40,13,1311,244,655,230,73,92,5,5,5,5856
128,1290,Vegachi,Antioquia,28,28,3775,10324,3627,67,55,26,2536,174,689,155,53,6,4,10,5,5858
129,1292,Venecia,Antioquia,33,33,4759,11084,4620,64,53,22,2786,183,796,693,130,11,12,9,5,5861
130,1291,Vigia Del Fuerte,Antioquia,20,20,2094,6068,2020,19,23,32,147,590,612,588,50,2,14,17,5,5873
131,1293,Yali,Antioquia,16,16,2447,6094,2344,53,29,21,1599,121,262,253,67,12,10,20,5,5885
132,1295,Yarumal,Antioquia,86,86,14743,33089,13954,406,297,86,8591,784,3801,402,281,39,21,35,5,5887
133,1298,Yolombo,Antioquia,44,44,6104,15720,5854,107,81,62,3684,468,1247,301,94,21,17,22,5,5890
134,1300,Yondo-Casabe,Antioquia,37,37,6973,12961,6624,127,191,31,2800,2085,1198,348,76,22,20,75,5,5893
135,1301,Zaragoza,Antioquia,52,52,5423,19182,5160,102,125,36,2293,1021,1361,349,93,8,11,24,5,5895
136,40001,Arauca,Arauca,185,185,35722,70548,34650,516,446,110,24451,2705,5266,1499,424,51,87,167,81,81001
137,40010,Arauquita,Arauca,81,81,11832,28989,11016,386,321,109,4134,4679,1311,446,309,28,35,74,81,81065
138,40015,Cravo Norte,Arauca,10,10,1368,3637,1328,23,5,12,988,178,62,83,10,3,3,1,81,81220
139,40017,Fortul,Arauca,31,31,5039,11663,4636,186,172,45,1531,2082,604,166,189,22,15,27,81,81300
140,40020,Puerto Rondon,Arauca,16,16,1466,3820,1406,28,20,12,1130,74,120,67,13,0,1,1,81,81591
141,40025,Saravena,Arauca,93,93,16493,34492,15347,586,436,124,7635,4305,2396,486,353,49,49,74,81,81736
142,40005,Tame,Arauca,97,97,17467,34040,16637,395,304,131,9546,3801,2277,589,290,44,39,51,81,81794
143,3004,Baranoa,Atlantico,127,127,23424,47096,22973,259,138,54,4382,8779,1329,7856,485,32,22,88,8,8078
144,3001,Barranquilla,Atlantico,2797,2797,501292,1066702,486840,7432,5725,1295,142547,188171,62823,79013,8966,1506,1474,2340,8,8001
145,3007,Campo De La Cruz,Atlantico,54,54,8594,20612,8481,39,49,25,2901,1505,167,3743,100,15,6,44,8,8137
146,3010,Candelaria,Atlantico,34,34,6086,12514,6010,23,37,16,1442,585,73,3773,92,1,14,30,8,8141
147,3013,Galapa,Atlantico,105,105,17003,38793,16529,294,142,38,3717,6844,1267,4268,195,98,52,88,8,8296
148,3016,Juan De Acosta,Atlantico,51,51,7828,18541,7707,61,50,10,2891,1908,547,2177,146,6,6,26,8,8372
149,3019,Luruaco,Atlantico,67,67,9154,24168,8921,102,83,48,3254,2255,277,2675,380,10,40,30,8,8421
150,3022,Malambo,Atlantico,203,203,38121,81189,36924,585,477,135,9533,16486,2289,7766,465,141,76,168,8,8433
151,3025,Manati,Atlantico,38,38,6027,14291,5820,166,25,16,1219,628,143,3478,335,1,8,8,8,8436
152,3028,Palmar De Varela,Atlantico,55,55,9259,20785,9075,105,63,16,1671,4178,463,2328,384,30,7,14,8,8520
153,3031,Piojo,Atlantico,17,17,2706,5548,2658,15,22,11,625,636,57,1288,44,1,2,5,8,8549
154,3034,Polonuevo,Atlantico,35,35,7724,13033,7572,63,58,31,880,2914,226,3322,94,16,94,26,8,8558
155,3035,Ponedera,Atlantico,51,51,7824,18526,7677,79,55,13,2756,2261,216,2253,153,4,15,19,8,8560
156,3037,Puerto Colombia,Atlantico,94,94,17094,34795,16707,219,129,39,4564,5998,1862,3737,464,17,22,43,8,8573
157,3040,Repelon,Atlantico,54,54,9938,19147,9730,75,91,42,1716,1729,188,5759,294,6,7,31,8,8606
158,3043,Sabanagrande,Atlantico,63,63,12066,23704,11768,176,98,24,2794,5056,775,2777,241,20,21,84,8,8634
159,3046,Sabanalarga,Atlantico,180,180,35496,67099,34632,417,351,96,7361,11504,1478,12819,1313,26,62,69,8,8638
160,3047,Santa Lucia,Atlantico,30,30,4863,11057,4808,19,19,17,1202,737,58,2606,150,41,5,9,8,8675
161,3049,Santo Tomas,Atlantico,72,72,12683,26967,12236,184,69,194,3311,5965,982,1670,242,17,13,36,8,8685
162,3052,Soledad,Atlantico,727,727,121587,275722,118079,2010,1285,213,30749,59575,9718,15342,1492,263,265,675,8,8758
163,3055,Suan,Atlantico,27,27,4423,10218,4362,39,16,6,1897,804,183,1099,238,113,19,9,8,8770
164,3058,Tubara,Atlantico,29,29,5018,9943,4911,47,46,14,1205,1877,307,1377,120,1,6,18,8,8832
165,3061,Usiacuri,Atlantico,21,21,4236,7961,4128,50,38,20,1428,1292,206,842,335,5,8,12,8,8849
166,16001,Bogotá D.C.,Bogotá D.C.,14420,14420,3704908,5702805,3617740,55785,27919,3464,983931,1098478,1240799,172158,93830,8231,6354,13959,11,11001
167,5004,Achi,Bolivar,56,56,7448,16609,7356,32,48,12,5883,965,152,240,56,7,29,24,13,13006
168,5006,Altos Del Rosario,Bolivar,20,20,2181,6897,2138,11,21,11,1169,566,86,241,32,1,24,19,13,13030
169,5005,Arenal,Bolivar,19,19,2355,5789,2314,18,17,6,833,824,55,570,14,6,7,5,13,13042
170,5007,Arjona,Bolivar,136,136,20818,53278,20009,349,278,182,6998,9170,1277,1906,317,159,34,148,13,13052
171,5009,Arroyo Hondo,Bolivar,27,27,3170,8758,3121,8,34,7,1751,376,89,759,117,6,15,8,13,13062
172,5010,Barranco De Loba,Bolivar,33,33,4145,11248,4085,24,19,17,2662,893,89,350,43,8,26,14,13,13074
173,5013,Calamar,Bolivar,50,50,7215,17743,7014,82,78,41,3176,1692,114,1525,387,24,48,48,13,13140
174,5014,Cantagallo,Bolivar,18,18,3170,6526,3092,36,36,6,927,1064,209,801,76,2,4,9,13,13160
175,5001,Cartagena,Bolivar,1952,1952,304812,750215,297939,4846,1625,402,101799,137375,41040,10582,4179,1251,486,1227,13,13001
176,5015,Cicuco,Bolivar,29,29,4137,9984,4062,20,33,22,1856,1510,118,489,39,12,20,18,13,13188
177,5018,Clemencia,Bolivar,31,31,4403,11076,4287,36,60,20,1449,993,125,1563,116,6,16,19,13,13222
178,5016,Cordoba,Bolivar,41,41,6584,13663,6489,37,35,23,2123,2786,125,1317,87,7,18,26,13,13212
179,5022,El Carmen De Bolivar,Bolivar,152,152,23149,54965,22642,205,228,74,14831,4665,623,1777,455,155,72,64,13,13244
180,5025,El Guamo,Bolivar,23,23,3082,8025,3047,8,16,11,1455,772,45,490,255,2,15,13,13,13248
181,5027,El Peñon,Bolivar,20,20,2599,6344,2557,14,25,3,1107,676,42,677,35,3,7,10,13,13268
182,5026,Hatillo De Loba,Bolivar,31,31,4298,10432,4244,10,30,14,2879,580,60,642,26,6,44,7,13,13300
183,5028,Magangue,Bolivar,261,261,42455,93880,41547,391,385,132,17362,16934,1765,4415,460,280,164,167,13,13430
184,5031,Mahates,Bolivar,56,56,7869,20121,7695,88,63,23,4193,2082,226,911,232,10,18,23,13,13433
185,5037,Margarita,Bolivar,32,32,3881,9549,3826,22,22,11,1860,713,114,930,36,141,16,16,13,13440
186,5040,Maria La Baja,Bolivar,110,110,12705,39270,12363,127,155,60,4451,5906,429,1214,239,20,39,65,13,13442
187,5043,Mompos,Bolivar,108,108,14004,35554,13642,94,176,92,6686,5071,571,984,150,13,126,41,13,13468
188,5041,Montecristo,Bolivar,28,28,2656,8363,2611,20,12,13,1340,863,101,198,75,6,9,19,13,13458
189,5044,Morales,Bolivar,33,33,5671,11170,5555,42,53,21,3581,1103,188,592,41,8,21,21,13,13473
190,5050,Norosi,Bolivar,14,14,1562,3982,1519,19,17,7,539,587,50,310,17,4,6,6,13,13490
191,5059,Pinillos,Bolivar,54,54,6690,16573,6592,21,57,20,4026,1448,90,833,68,70,32,25,13,13549
192,5063,Regidor,Bolivar,16,16,2104,4806,2081,7,12,4,637,737,44,640,16,2,0,5,13,13580
193,5065,Rioviejo,Bolivar,19,19,3052,6263,3002,25,18,7,1460,615,57,842,17,1,1,9,13,13600
194,5072,San Cristobal,Bolivar,19,19,3019,6877,2982,26,7,4,660,1065,59,1057,133,7,0,1,13,13620
195,5070,San Estanislao,Bolivar,39,39,6603,14531,6431,76,70,26,3062,1440,156,1184,556,7,13,13,13,13647
196,5073,San Fernando,Bolivar,27,27,3560,8446,3493,11,51,5,972,745,57,1689,20,1,5,4,13,13650
197,5076,San Jacinto,Bolivar,59,59,9832,20728,9629,79,78,46,5611,2525,353,715,371,11,28,15,13,13654
198,5078,San Jacinto Del Cauca,Bolivar,22,22,2598,7027,2551,15,21,11,1511,659,86,146,129,0,5,15,13,13655
199,5079,San Juan Nepomuceno,Bolivar,85,85,13571,30730,13306,113,105,47,7856,3121,700,1242,146,125,53,63,13,13657
200,5082,San Martin De Loba,Bolivar,32,32,4631,11134,4540,37,38,16,2099,1393,154,817,37,3,14,23,13,13667
201,5084,San Pablo,Bolivar,54,54,7870,18154,7588,112,115,55,3927,2300,471,746,78,14,20,32,13,13670
202,5091,Santa Catalina,Bolivar,34,34,4470,11983,4385,50,21,14,1353,1674,146,1065,117,2,13,15,13,13673
203,5094,Santa Rosa,Bolivar,38,38,4963,14260,4847,63,34,19,1810,2468,180,310,45,4,9,21,13,13683
204,5095,Santa Rosa Del Sur,Bolivar,59,59,11208,20582,10704,263,187,54,7824,1321,997,334,105,39,34,50,13,13688
205,5097,Simiti,Bolivar,37,37,5300,11932,5109,98,65,28,2837,1064,315,752,73,13,27,28,13,13744
206,5106,Soplaviento,Bolivar,22,22,3802,8297,3724,51,13,14,592,2024,88,881,118,5,6,10,13,13760
207,5113,TIquisio (pto. Rico),Bolivar,40,40,4572,13193,4477,43,32,20,2940,861,73,530,32,9,24,8,13,13810
208,5110,Talaigua Nuevo,Bolivar,29,29,4346,9122,4286,23,29,8,2314,1027,171,722,33,1,6,12,13,13780
209,5118,Turbaco,Bolivar,153,153,25299,63358,24611,422,217,49,7843,10975,3023,1940,508,183,26,113,13,13836
210,5121,Turbana,Bolivar,39,39,6096,14587,5941,93,33,29,2267,2698,323,555,59,6,13,20,13,13838
211,5124,Villanueva,Bolivar,42,42,6424,15574,6203,82,96,43,3496,1501,166,863,66,69,18,24,13,13873
212,5127,Zambrano,Bolivar,25,25,4357,9046,4232,67,41,17,725,2551,66,765,93,6,5,21,13,13894
213,7007,Almeida,Boyaca,6,6,980,1965,962,12,5,1,648,122,114,62,10,1,4,1,15,15022
214,7008,Aquitania (puebloviejo),Boyaca,40,40,7133,12478,6929,84,96,24,5042,661,912,228,45,9,17,15,15,15047
215,7010,Arcabuco,Boyaca,13,13,2654,4806,2547,46,49,12,1012,557,739,93,31,104,4,7,15,15051
216,7013,Belen,Boyaca,18,18,3740,6638,3609,73,48,10,1483,957,877,140,127,5,8,12,15,15087
217,7016,Berbeo,Boyaca,4,4,741,1442,710,23,6,2,299,281,77,35,13,0,3,2,15,15090
218,7019,Beteitiva,Boyaca,6,6,942,1908,893,31,12,6,331,228,198,80,38,3,15,0,15,15092
219,7022,Boavita,Boyaca,15,15,2491,4953,2417,32,31,11,1413,279,376,237,18,83,6,5,15,15097
220,7025,Boyaca,Boyaca,12,12,1777,4280,1685,36,41,15,849,404,264,84,73,2,5,4,15,15104
221,7028,Briceño,Boyaca,6,6,1186,2193,1131,25,11,19,882,116,99,23,7,2,1,1,15,15106
222,7031,Buenavista,Boyaca,14,14,2560,4607,2486,25,40,9,1529,281,190,437,25,3,13,8,15,15109
223,7034,Busbanza,Boyaca,3,3,530,854,508,12,9,1,220,82,161,31,8,4,1,1,15,15114
224,7037,Caldas,Boyaca,10,10,1587,3174,1545,25,10,7,835,234,320,113,33,2,4,4,15,15131
225,7040,Campohermoso,Boyaca,8,8,1473,2502,1341,22,9,101,810,119,130,264,9,3,3,3,15,15135
226,7043,Cerinza,Boyaca,10,10,2187,3488,2085,35,56,11,801,710,416,112,30,3,4,9,15,15162
227,7064,Chinavita,Boyaca,9,9,1458,2990,1434,12,9,3,915,171,239,97,9,1,0,2,15,15172
228,7067,Chiquinquira,Boyaca,112,112,24603,40741,23899,369,302,33,9438,4805,7429,1565,315,141,50,156,15,15176
229,7068,Chiquiza,Boyaca,13,13,1515,4466,1401,38,61,15,342,705,167,104,66,8,5,4,15,15232
230,7070,Chiscas,Boyaca,10,10,1722,3321,1671,16,24,11,1321,126,88,84,40,2,8,2,15,15180
231,7073,Chita,Boyaca,21,21,3054,6087,2958,37,28,31,2383,320,158,41,31,7,8,10,15,15183
232,7076,Chitaraque,Boyaca,16,16,2679,5411,2614,22,26,17,1833,244,147,357,15,1,9,8,15,15185
